nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
VEN,"MF,DF",20,1998,12.8,474,436,34,7,0,3,10,27,0,0,0,0,352,4,8
ESP,"MF,FW",26,1992,11.2,463,391,67,36,2,7,43,8,23,13,5,0,326,5,12
ARG,FW,29,1988,0.1,8,6,2,1,0,0,3,0,1,0,1,0,4,0,0
CMR,"DF,FW",30,1988,19.0,639,553,84,1,0,0,63,83,0,0,0,0,471,2,22
UKR,GK,19,1999,4.1,124,80,44,11,0,0,0,0,0,0,0,0,82,0,0
ESP,"MF,DF",23,1994,2.1,68,63,5,0,0,0,8,4,1,0,1,0,47,0,5
MEX,DF,25,1992,3.6,187,166,21,5,0,5,3,16,0,0,0,0,151,0,1
URU,"MF,FW",25,1993,2.4,93,84,6,0,0,0,5,5,1,0,1,0,69,3,1
GRE,DF,29,1988,32.9,1476,1316,155,45,1,21,11,110,0,0,0,0,1045,5,11
ARG,DF,27,1990,2.3,116,113,3,2,0,1,0,1,0,0,0,0,95,0,1
ESP,MF,23,1994,13.3,450,400,48,18,0,16,37,12,12,3,8,0,320,2,13
ARG,FW,27,1991,22.1,650,635,10,0,2,1,2,3,0,0,0,0,410,5,17
ESP,GK,34,1984,33.9,1080,665,412,138,0,1,0,0,0,0,0,0,599,3,0
ESP,"MF,FW",28,1990,7.0,234,201,31,4,1,1,22,2,15,5,8,1,176,2,7
ARG,"DF,FW",24,1994,30.0,1285,977,300,43,2,10,156,234,23,0,23,0,845,8,49
ESP,"MF,FW",23,1995,1.3,32,32,0,0,0,0,2,0,0,0,0,0,25,0,1
ESP,"DF,FW",29,1988,16.2,660,534,125,11,0,7,95,108,6,0,3,0,433,1,26
NGA,DF,24,1993,27.0,979,950,22,15,0,9,2,7,0,0,0,0,779,7,7
DEN,FW,27,1991,15.6,245,238,5,0,3,1,2,0,0,0,0,0,176,2,4
URU,"FW,MF",25,1993,6.2,102,96,6,0,0,0,7,1,0,0,0,0,71,0,2
ESP,MF,25,1993,23.0,827,814,8,1,1,15,33,4,0,0,0,0,638,5,21
MAR,"MF,FW",31,1986,10.7,298,287,10,4,1,3,38,1,5,2,2,0,210,1,11
ESP,DF,29,1989,4.2,124,90,32,5,0,3,8,26,1,0,1,0,77,2,6
ESP,MF,27,1991,14.3,662,643,17,16,1,10,9,0,0,0,0,0,552,2,15
ESP,DF,22,1996,15.9,533,455,76,21,0,5,8,55,0,0,0,0,394,2,4
ESP,MF,29,1989,27.5,1362,1309,42,39,3,25,4,0,0,0,0,0,1081,11,16
ESP,"FW,MF",26,1992,3.3,90,88,2,0,2,0,2,0,0,0,0,0,67,0,5
ESP,DF,26,1992,22.5,1051,855,192,35,0,14,24,157,0,0,0,0,717,4,7
UKR,"DF,FW",20,1997,5.3,228,188,39,6,0,0,29,33,0,0,0,0,160,1,4
MAR,FW,21,1997,23.4,513,484,25,2,0,8,34,10,1,0,0,0,279,4,26
ESP,MF,20,1998,27.8,1094,952,139,35,2,18,137,4,73,30,33,1,760,3,25
ESP,GK,27,1991,16.0,461,239,218,56,0,1,0,0,0,0,0,0,279,4,0
ESP,"DF,FW",27,1991,14.0,651,517,131,11,1,1,52,119,1,1,0,0,462,3,15
ESP,FW,21,1997,18.0,398,380,16,1,2,6,5,4,0,0,0,0,318,2,11
CIV,MF,25,1992,3.5,110,110,0,0,0,2,1,0,0,0,0,0,81,0,1
ESP,DF,26,1992,13.9,372,359,13,12,0,13,0,1,0,0,0,0,275,0,1
ESP,DF,31,1987,20.2,934,776,154,14,1,5,44,140,0,0,0,0,696,4,33
GHA,FW,22,1996,7.8,105,98,6,0,0,0,3,0,0,0,0,0,66,1,2
MKD,MF,23,1995,31.5,1188,1084,98,39,3,15,72,7,33,13,15,0,864,6,40
URU,DF,23,1995,18.1,710,657,50,40,0,18,2,10,0,0,0,0,514,3,4
ESP,"DF,MF",21,1996,1.7,68,63,4,4,0,0,0,0,0,0,0,0,60,1,0
ESP,"DF,FW",24,1994,25.9,837,697,132,5,3,6,68,111,8,4,4,0,559,8,41
ESP,MF,25,1993,35.7,2021,1796,217,96,1,34,149,7,114,65,31,3,1617,8,28
ESP,"FW,MF",31,1987,35.5,799,753,41,3,4,5,71,28,3,0,1,0,528,5,60
ESP,GK,22,1995,1.0,24,15,9,1,0,0,0,0,0,0,0,0,19,0,0
NGA,"DF,MF",23,1995,8.7,301,241,58,1,1,0,29,57,0,0,0,0,202,2,15
MNE,MF,26,1991,7.4,244,241,3,3,1,0,0,0,0,0,0,0,201,0,1
ESP,GK,28,1989,21.0,580,283,292,68,0,0,0,0,0,0,0,0,355,5,0
ESP,DF,34,1983,5.2,234,184,50,5,0,3,14,45,0,0,0,0,191,0,4
GHA,FW,22,1995,2.5,44,41,3,1,0,0,3,0,0,0,0,0,29,0,0
ESP,DF,23,1995,31.7,1106,1041,59,55,0,15,1,4,0,0,0,0,898,6,12
ESP,FW,27,1991,21.0,367,351,13,1,3,6,17,0,0,0,0,0,243,3,26
ESP,MF,27,1991,20.0,1039,903,127,46,15,31,85,4,39,34,1,1,707,9,28
POR,DF,24,1994,14.9,512,471,40,30,0,3,5,10,0,0,0,0,396,1,10
BIH,MF,24,1993,5.9,288,279,7,6,0,8,4,0,1,0,1,0,235,2,1
ESP,DF,29,1988,16.1,497,473,21,20,1,7,0,1,0,0,0,0,384,3,5
ESP,"DF,FW",28,1989,19.6,875,663,203,19,0,4,49,182,2,0,0,0,645,9,30
SEN,DF,27,1991,23.4,1054,1006,46,44,1,7,1,2,0,0,0,0,867,2,6
ESP,"MF,FW",26,1992,25.4,823,653,166,46,4,8,222,13,101,44,43,1,486,4,46
ESP,GK,33,1985,17.0,554,343,210,72,0,2,0,0,0,0,0,0,387,1,0
CPV,"FW,MF",28,1990,14.5,515,479,31,3,0,8,108,16,11,5,3,1,304,5,28
ESP,DF,23,1994,2.0,99,95,4,4,0,2,0,0,0,0,0,0,85,0,2
ESP,DF,36,1982,1.0,52,49,3,3,0,0,0,0,0,0,0,0,47,0,1
URU,DF,24,1994,14.2,561,485,73,25,1,11,5,48,0,0,0,0,386,3,15
ARG,FW,29,1989,1.9,38,31,7,0,0,0,2,0,0,0,0,0,23,0,0
COD,"MF,FW",27,1991,8.0,277,254,23,9,1,0,42,4,10,4,4,0,188,0,9
COD,MF,25,1992,19.2,732,699,33,17,3,3,22,1,15,7,6,1,654,0,7
ESP,"MF,DF",31,1987,3.2,146,138,7,5,0,1,1,2,0,0,0,0,118,1,4
ESP,"FW,MF",36,1982,2.6,76,72,3,0,0,0,1,0,0,0,0,0,58,1,1
IDN,DF,26,1992,30.7,1295,1206,83,76,2,34,0,7,0,0,0,0,1064,6,14
ESP,MF,22,1996,18.0,745,717,20,6,8,4,20,10,3,2,0,0,600,8,16
PER,DF,28,1990,26.5,1197,977,217,16,1,34,54,201,0,0,0,0,957,3,34
ESP,MF,31,1987,11.4,583,557,26,24,1,3,3,2,0,0,0,0,461,0,6
ESP,FW,23,1994,31.3,473,391,81,1,5,24,11,1,0,0,0,0,377,1,8
ESP,MF,21,1996,22.6,1078,1053,23,21,1,20,7,2,0,0,0,0,910,2,19
ESP,DF,20,1997,2.0,84,73,9,0,0,0,8,9,0,0,0,0,64,2,2
ESP,FW,19,1999,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
MKD,GK,24,1993,21.0,645,389,251,83,0,1,0,0,0,0,0,0,417,5,1
ESP,DF,33,1985,12.2,631,504,126,2,0,1,15,124,0,0,0,0,485,1,15
NGA,MF,22,1995,4.1,202,199,3,3,0,3,0,0,0,0,0,0,184,0,4
ESP,"FW,MF",25,1992,1.6,32,30,2,0,0,0,0,0,0,0,0,0,22,0,3
ESP,DF,29,1989,15.7,699,643,52,46,1,5,1,6,0,0,0,0,562,4,4
ESP,DF,25,1993,34.8,1536,1173,352,29,2,7,103,322,0,0,0,0,1152,11,57
ESP,"FW,MF",25,1992,19.6,507,494,12,1,1,7,77,10,1,0,1,0,314,1,31
ESP,MF,24,1994,12.8,789,701,82,36,1,19,52,4,41,21,14,0,623,6,10
ARG,"MF,FW",30,1988,19.6,882,844,34,16,6,3,28,10,4,1,2,0,672,4,19
MAR,FW,18,1999,4.2,170,166,3,1,2,0,4,2,0,0,0,0,142,1,3
BRA,MF,26,1992,25.7,1641,1568,63,58,1,41,8,5,0,0,0,0,1431,10,15
ESP,FW,20,1997,0.5,11,8,2,0,0,0,0,0,0,0,0,0,10,1,0
ESP,DF,26,1992,23.4,1840,1572,265,34,1,32,57,230,1,0,0,0,1575,3,40
ESP,"MF,FW",21,1996,13.9,1037,995,39,26,2,12,8,11,2,0,0,0,953,3,21
URU,MF,20,1998,7.3,378,373,4,3,2,7,4,0,1,1,0,0,323,1,7
WAL,FW,29,1989,19.8,791,756,28,2,2,21,70,24,0,0,0,0,567,7,25
ESP,"MF,FW",26,1992,13.2,982,928,46,18,6,10,42,4,22,6,8,0,834,8,20
ESP,DF,21,1997,0.5,8,7,1,1,0,1,0,0,0,0,0,0,7,0,0
ESP,DF,21,1997,3.5,157,153,4,3,0,2,0,1,0,0,0,0,138,0,1
FRA,FW,30,1987,32.8,1213,1133,73,3,6,18,20,3,2,0,0,0,985,7,29
CRC,GK,31,1986,10.0,300,221,79,18,0,1,0,0,0,0,0,0,240,0,0
FRA,GK,20,1998,1.0,40,27,13,2,0,0,0,0,0,0,0,0,34,0,0
ESP,"FW,MF",27,1991,16.8,967,929,34,5,3,13,63,25,4,0,2,0,774,4,33
CRO,MF,32,1985,29.0,1986,1871,105,57,6,46,73,12,36,10,21,1,1714,10,34
BRA,DF,30,1988,20.6,1560,1361,187,30,4,30,72,152,5,0,2,0,1267,12,26
ESP,FW,22,1996,19.8,1024,957,58,6,7,8,78,25,25,3,6,0,839,9,30
ESP,MF,23,1995,6.0,379,368,8,7,0,8,0,1,0,0,0,0,350,3,6
DOM,FW,24,1993,5.0,92,83,9,0,2,1,0,0,0,0,0,0,69,0,3
ESP,DF,28,1990,18.9,1043,966,74,36,0,7,15,38,0,0,0,0,922,3,9
FRA,DF,25,1993,30.6,1720,1645,71,64,1,24,2,7,0,0,0,0,1527,4,11
ESP,DF,32,1986,27.5,1938,1864,68,55,3,46,2,13,0,0,0,0,1777,6,5
ESP,DF,21,1996,12.4,780,690,88,9,0,10,34,78,1,1,0,0,644,2,19
BEL,GK,26,1992,27.0,841,592,247,63,0,1,0,0,0,0,0,0,651,2,1
GER,MF,28,1990,24.7,2229,1973,242,115,5,69,136,7,120,28,54,0,1980,14,16
BRA,"FW,MF",18,2000,9.7,309,302,6,1,4,0,21,2,2,0,0,0,224,1,13
ESP,DF,22,1995,13.1,762,639,122,8,0,2,53,114,0,0,0,0,648,1,23
BEL,"FW,MF",23,1995,13.9,557,457,97,26,3,22,118,5,66,33,26,1,369,3,22
ESP,DF,20,1997,10.6,528,418,108,9,0,0,28,99,0,0,0,0,381,2,15
ESP,DF,19,1999,1.0,76,55,21,1,0,0,4,20,0,0,0,0,58,0,2
ESP,"FW,MF",16,2001,4.4,111,111,0,0,1,0,6,0,0,0,0,0,82,0,4
ESP,MF,21,1997,1.0,44,42,1,1,0,1,1,0,0,0,0,0,42,1,0
ESP,DF,21,1996,5.1,279,216,63,3,0,0,9,60,0,0,0,0,225,0,11
ESP,DF,24,1994,25.0,1236,1100,131,36,1,9,28,95,0,0,0,0,965,5,23
ESP,MF,28,1990,20.2,1267,1174,88,79,7,7,19,5,4,1,3,0,1060,5,19
ESP,MF,32,1986,13.6,616,599,12,10,4,7,6,2,0,0,0,0,490,5,9
ESP,DF,24,1993,19.5,1110,1072,31,28,1,16,2,3,0,0,0,0,935,7,9
ARG,GK,26,1992,27.0,1095,758,332,114,0,6,0,0,0,0,0,0,782,5,1
MEX,DF,30,1988,21.5,1221,1136,77,61,0,16,5,16,0,0,0,0,1037,8,11
ESP,MF,21,1997,28.3,1207,1182,21,20,0,17,2,1,0,0,0,0,1031,4,18
ESP,FW,23,1995,6.6,137,124,12,0,0,0,0,0,0,0,0,0,84,1,2
ESP,DF,26,1992,23.8,1244,950,287,22,0,2,73,265,0,0,0,0,956,7,43
ESP,"FW,MF",25,1993,16.9,373,356,14,0,2,2,6,5,0,0,0,0,295,3,11
POR,DF,24,1994,5.4,239,189,49,4,0,0,12,45,0,0,0,0,180,1,5
ESP,"MF,FW",23,1995,11.1,388,379,5,0,3,1,20,3,2,2,0,0,275,4,11
ESP,MF,23,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,MF,19,1999,0.1,4,4,0,0,1,0,0,0,0,0,0,0,1,0,1
ESP,GK,34,1984,11.0,363,257,104,27,0,0,0,0,0,0,0,0,292,2,0
ESP,MF,22,1996,22.8,1110,1093,13,10,10,19,15,2,0,0,0,0,873,4,15
ESP,"FW,MF",21,1997,35.0,1013,940,68,23,9,6,64,20,22,13,4,2,720,5,51
ESP,DF,30,1988,14.6,873,836,32,32,0,15,4,0,0,0,0,0,750,5,3
ESP,MF,18,2000,0.3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
ESP,DF,21,1996,3.2,221,214,6,6,0,0,0,0,0,0,0,0,194,1,4
ESP,"MF,FW",25,1992,15.2,901,765,132,59,7,11,90,2,66,20,33,1,701,4,17
ESP,"FW,MF",23,1995,11.7,389,344,43,13,2,0,44,1,18,9,5,1,280,2,11
FRA,DF,20,1997,22.0,1167,951,213,16,2,12,58,197,0,0,0,0,937,3,34
BRA,FW,26,1991,26.3,775,722,48,4,8,30,13,2,0,0,0,0,569,5,29
ESP,"DF,MF",28,1989,5.9,324,266,54,6,1,4,23,46,2,0,2,0,236,4,9
POR,FW,22,1995,24.0,560,508,46,1,5,2,11,5,0,0,0,0,400,6,21
ESP,"MF,FW",17,2001,1.9,78,74,4,0,0,0,9,4,0,0,0,0,52,0,5
POR,DF,29,1988,23.7,1009,967,39,36,1,9,2,3,0,0,0,0,802,3,11
ARG,MF,29,1989,25.3,1120,1072,37,18,9,10,25,16,1,0,0,0,870,11,37
ARG,DF,31,1987,19.3,785,729,51,20,0,10,5,31,0,0,0,0,640,5,14
BRA,DF,21,1997,7.0,289,236,51,3,0,0,19,48,0,0,0,0,231,2,13
FRA,"MF,DF",25,1993,8.5,361,355,3,3,0,3,6,0,0,0,0,0,302,3,9
ESP,GK,21,1997,1.0,23,16,7,2,0,0,0,0,0,0,0,0,13,0,0
ESP,"DF,FW",32,1985,30.1,1868,1587,267,24,3,15,194,242,1,0,0,0,1366,14,68
FRA,"DF,MF",21,1997,5.0,260,249,11,10,0,1,1,1,0,0,0,0,234,0,1
ESP,GK,20,1997,4.0,147,102,45,12,0,2,0,0,0,0,0,0,78,0,1
COL,"MF,FW",27,1991,1.4,47,44,3,0,0,0,0,0,0,0,0,0,36,0,0
CRO,MF,23,1995,4.0,209,204,5,3,1,0,2,1,1,0,1,0,179,0,2
FRA,MF,29,1989,6.0,334,324,9,9,0,9,0,0,0,0,0,0,275,1,10
AUT,DF,20,1998,6.0,301,264,32,4,2,3,8,28,0,0,0,0,237,5,8
MAR,"FW,MF",22,1995,11.6,347,319,26,6,1,5,21,6,3,2,0,0,243,2,14
ESP,"FW,DF",31,1986,0.8,31,27,3,1,0,0,1,2,0,0,0,0,19,1,1
ESP,"MF,FW",26,1992,30.3,1442,1256,175,37,4,15,183,40,97,34,27,4,1045,11,53
NED,"FW,DF",26,1992,17.6,936,800,132,6,1,2,61,114,10,5,1,1,711,4,27
ESP,MF,29,1989,19.4,961,917,38,28,2,12,39,2,8,2,4,1,817,6,23
ESP,DF,26,1992,30.7,1467,1426,38,33,0,37,2,5,0,0,0,0,1240,3,19
ESP,"DF,FW",28,1989,17.2,958,762,190,20,2,11,42,166,4,0,1,1,753,6,17
DEN,DF,29,1989,22.3,910,882,25,25,3,11,0,0,0,0,0,0,777,3,5
CZE,GK,29,1989,33.0,1003,638,361,105,0,2,0,0,0,0,0,0,606,4,3
FRA,FW,27,1990,31.2,795,755,35,2,9,6,27,8,0,0,0,0,570,5,24
ARG,MF,30,1988,29.6,2241,1981,248,145,6,50,131,7,96,25,41,11,1823,12,32
ESP,MF,21,1997,27.3,985,948,30,12,4,3,67,9,9,6,3,0,741,7,29
ITA,DF,25,1992,20.8,1013,801,206,10,1,9,40,196,0,0,0,0,779,6,26
ESP,MF,29,1989,34.0,2421,2069,338,164,6,50,188,4,170,50,74,14,1973,14,32
DEN,"DF,MF",29,1989,26.2,1357,1178,176,30,4,10,72,134,12,2,9,0,1033,3,30
RUS,MF,27,1990,19.0,712,700,12,0,1,2,95,11,0,0,0,0,447,0,39
ARG,DF,31,1986,23.7,1075,1019,54,53,1,16,2,1,0,0,0,0,896,2,4
ARG,DF,31,1987,6.7,298,280,18,1,0,1,2,17,0,0,0,0,239,0,7
ESP,MF,18,2000,9.4,330,323,6,2,2,2,34,3,0,0,0,0,239,1,13
FRA,MF,27,1991,19.6,974,951,19,17,5,26,1,2,0,0,0,0,836,4,11
BRA,DF,27,1990,29.1,1300,1231,69,67,0,22,0,2,0,0,0,0,1127,0,5
CTA,MF,25,1993,13.8,746,731,13,13,4,17,0,0,0,0,0,0,628,2,7
POR,"MF,FW",21,1996,16.3,667,643,18,3,5,5,52,11,3,3,0,0,471,6,28
ESP,GK,27,1990,4.0,92,52,39,9,0,0,0,0,0,0,0,0,59,1,0
COL,DF,26,1992,1.0,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0
ESP,DF,23,1995,34.9,1816,1492,317,56,0,10,97,261,0,0,0,0,1437,7,41
FRA,FW,31,1987,17.9,439,406,32,2,2,2,10,6,0,0,0,0,332,1,26
KOR,"MF,FW",17,2001,0.3,19,19,0,0,1,0,6,0,0,0,0,0,12,0,1
BEL,FW,24,1993,5.9,135,128,6,2,1,1,3,0,0,0,0,0,101,1,7
GUI,DF,21,1996,17.6,700,675,21,21,0,13,0,0,0,0,0,0,592,4,5
BRA,GK,29,1989,34.0,849,466,383,108,0,5,0,0,0,0,0,0,490,0,0
ESP,FW,27,1991,28.1,875,837,29,1,7,12,30,7,2,0,0,0,625,9,32
ESP,"FW,MF",26,1992,2.1,47,46,1,0,0,1,0,0,0,0,0,0,36,0,1
POR,DF,24,1994,2.2,118,86,30,4,0,0,3,26,0,0,0,0,87,2,6
ESP,FW,22,1995,20.6,479,448,26,3,3,10,9,2,0,0,0,0,343,5,17
ESP,DF,20,1997,3.0,175,144,31,1,0,1,4,30,0,0,0,0,140,0,5
ESP,"DF,MF",30,1987,20.7,896,734,157,9,1,2,93,148,0,0,0,0,644,5,31
MAR,"MF,FW",23,1995,12.0,400,390,7,5,1,5,2,0,1,0,0,0,296,3,11
ESP,"MF,DF",37,1981,9.3,382,370,11,11,1,5,2,0,0,0,0,0,300,1,3
ESP,FW,21,1997,0.7,10,10,0,0,0,0,0,0,0,0,0,0,3,0,0
ITA,"MF,FW",22,1996,7.3,315,249,62,16,1,1,68,11,33,14,14,0,206,4,14
CRO,FW,28,1990,7.6,181,162,15,0,0,1,6,2,0,0,0,0,118,4,5
TUR,FW,21,1997,23.9,539,508,24,0,2,3,8,0,0,0,0,0,367,7,13
ESP,DF,22,1995,34.8,1466,1378,84,76,0,13,4,8,0,0,0,0,1218,4,10
MTN,MF,20,1997,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,"MF,FW",24,1994,0.2,15,11,3,0,0,0,3,0,3,2,0,0,10,1,0
ESP,DF,32,1986,23.3,969,732,228,16,0,13,34,212,0,0,0,0,706,9,16
ESP,"DF,MF",22,1996,9.3,312,299,13,9,0,4,0,4,0,0,0,0,244,0,4
ESP,GK,29,1989,35.0,1158,692,457,128,0,0,0,0,0,0,0,0,602,9,1
ESP,"MF,FW",26,1991,17.0,537,506,29,5,0,10,103,16,8,0,5,0,340,2,36
ESP,DF,29,1988,34.4,1359,1301,55,48,1,6,0,7,0,0,0,0,1195,3,7
ARG,"FW,MF",22,1996,5.7,156,150,6,0,1,0,6,2,0,0,0,0,121,0,7
ESP,FW,18,1999,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1
ESP,DF,24,1994,3.0,101,83,17,1,0,1,10,16,0,0,0,0,63,1,3
ESP,MF,30,1988,28.4,1752,1524,219,112,3,52,136,3,102,33,33,3,1395,9,29
ESP,DF,29,1989,35.0,1841,1492,337,32,4,18,148,303,2,0,0,0,1274,12,69
ESP,MF,25,1993,1.8,65,56,9,1,0,0,10,3,5,1,0,0,49,0,3
ESP,MF,27,1991,33.1,1757,1645,106,92,2,54,39,0,14,8,3,1,1438,6,29
ESP,FW,27,1991,16.8,367,323,41,1,2,7,18,0,0,0,0,0,228,3,20
ECU,"FW,MF",19,1999,0.4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1
ESP,"MF,FW",23,1995,19.6,602,590,8,2,0,2,43,4,1,0,1,0,442,4,20
ESP,MF,22,1995,5.5,146,142,2,0,1,1,12,2,0,0,0,0,92,2,8
ESP,GK,29,1988,3.0,98,63,35,17,0,1,0,0,0,0,0,0,47,0,0
ESP,"MF,FW",27,1991,29.9,841,785,49,11,1,5,59,4,32,11,14,2,609,7,23
ESP,"DF,FW",22,1996,23.3,974,804,167,1,3,2,95,166,0,0,0,0,701,3,50
ESP,GK,31,1986,6.0,192,113,78,29,0,1,0,0,0,0,0,0,138,1,0
COL,FW,31,1986,14.1,277,259,18,0,2,3,6,1,1,0,0,0,185,0,9
ESP,"MF,FW",22,1995,2.1,103,92,9,3,0,1,6,2,4,2,2,0,76,2,4
ITA,DF,37,1981,2.6,93,89,4,4,0,0,0,0,0,0,0,0,84,0,0
ESP,FW,26,1992,25.7,771,713,50,2,5,15,19,4,0,0,0,0,539,8,27
ESP,DF,30,1988,16.6,967,805,157,17,2,6,44,140,0,0,0,0,768,5,17
ESP,MF,34,1984,2.6,144,132,12,12,0,1,0,0,0,0,0,0,106,0,6
CMR,"FW,MF",25,1992,23.8,537,510,23,0,1,5,31,1,0,0,0,0,379,4,19
ESP,MF,19,1999,6.8,324,318,4,4,3,3,2,0,0,0,0,0,269,2,6
ESP,MF,26,1991,17.2,1016,957,53,38,3,7,27,0,15,5,5,0,857,6,17
CHI,MF,34,1984,0.8,54,53,1,1,0,2,0,0,0,0,0,0,45,0,1
ESP,DF,27,1990,28.9,1360,1082,276,20,0,2,49,256,0,0,0,0,1059,2,21
ESP,"DF,FW",22,1996,6.0,236,179,56,4,0,3,20,52,0,0,0,0,169,1,8
MEX,"MF,DF",30,1988,5.6,279,219,58,14,0,2,55,22,22,12,8,0,193,2,7
ITA,"FW,MF",26,1991,0.4,17,15,1,0,0,0,2,1,0,0,0,0,12,1,1
ESP,"MF,FW",22,1996,27.5,1187,1140,35,8,11,8,36,9,10,2,6,0,897,12,38
ARG,"DF,MF",27,1991,29.2,1222,1192,28,26,1,11,6,2,0,0,0,0,985,2,9
NGA,"MF,FW",19,1999,19.0,537,526,7,0,2,5,24,5,2,0,0,0,377,4,30
ESP,"MF,FW",33,1984,29.4,1750,1536,203,81,8,24,158,8,114,54,43,4,1415,11,22
ARG,MF,21,1997,17.6,866,823,40,39,2,16,0,1,0,0,0,0,784,3,6
ESP,GK,29,1989,32.0,826,477,343,89,0,2,0,0,0,0,0,0,544,6,1
ESP,MF,30,1988,18.5,796,778,15,14,5,5,1,1,0,0,0,0,637,3,14
ESP,DF,29,1989,21.9,1213,1146,62,55,0,24,4,7,0,0,0,0,1039,5,17
ESP,DF,21,1996,7.0,379,289,88,9,0,4,19,79,0,0,0,0,291,2,7
ESP,DF,28,1990,32.9,1528,1471,47,39,0,31,14,8,0,0,0,0,1209,10,6
MTN,MF,19,2000,1.7,38,38,0,0,0,0,0,0,0,0,0,0,33,0,0
ESP,DF,22,1997,9.5,361,254,104,14,0,2,18,88,2,0,2,0,245,3,9
ESP,MF,29,1989,24.1,856,702,150,64,1,11,110,26,45,18,15,0,617,4,22
ESP,GK,22,1996,3.0,83,42,41,14,0,0,0,0,0,0,0,0,50,0,0
ESP,"MF,FW",18,2001,6.4,116,114,1,0,0,0,13,1,0,0,0,0,81,1,5
ESP,MF,25,1993,0.2,7,6,1,1,0,0,0,0,0,0,0,0,4,0,0
ESP,GK,27,1992,26.2,812,465,343,93,0,1,0,0,0,0,0,0,471,4,2
CHI,DF,25,1994,1.0,12,10,2,2,0,0,0,0,0,0,0,0,9,0,0
ESP,DF,17,2002,1.0,30,22,8,0,0,0,5,8,0,0,0,0,18,0,2
ESP,"FW,MF",24,1995,0.6,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
SWE,"FW,MF",27,1992,1.1,32,32,0,0,0,1,0,0,0,0,0,0,20,0,0
ESP,FW,29,1990,30.9,987,958,16,0,0,8,4,3,0,0,0,0,506,13,16
PAN,FW,21,1998,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
ARG,DF,25,1993,13.3,446,418,28,26,0,7,0,2,0,0,0,0,343,0,2
SRB,MF,30,1988,8.7,289,285,3,2,0,2,0,1,0,0,0,0,232,1,6
ESP,FW,30,1988,27.7,724,544,175,52,8,4,139,9,67,27,25,0,459,5,27
ESP,MF,25,1993,18.2,446,419,24,8,0,0,57,5,4,1,2,0,304,3,25
ESP,MF,33,1986,21.9,712,704,5,4,1,6,4,0,0,0,0,0,508,3,15
ESP,DF,23,1996,23.3,1028,770,254,14,1,3,33,239,1,0,1,0,714,4,39
SCO,"MF,FW",22,1997,15.9,340,330,9,1,1,0,17,6,0,0,0,0,218,1,9
ESP,"FW,MF",22,1997,0.8,31,26,4,1,0,1,7,0,2,1,1,0,17,1,0
ESP,MF,26,1993,12.1,385,373,12,8,1,4,6,2,0,0,0,0,284,0,13
ESP,GK,33,1986,8.8,236,128,108,42,0,0,0,0,0,0,0,0,121,0,1
BRA,DF,25,1993,23.6,893,853,38,37,0,8,2,0,0,0,0,0,671,2,6
ESP,DF,23,1995,29.6,1356,1010,343,34,0,2,64,306,3,0,2,0,912,3,27
ESP,DF,21,1997,2.6,59,43,14,4,0,0,0,10,0,0,0,0,42,2,0
ESP,MF,31,1987,14.9,534,526,6,4,0,4,4,2,0,0,0,0,423,2,8
ESP,MF,25,1994,14.4,542,499,41,22,3,7,25,1,11,5,4,0,428,2,7
ESP,DF,29,1989,29.5,1066,1001,63,63,0,7,3,0,0,0,0,0,771,2,8
GHA,MF,29,1990,14.3,492,460,29,9,0,20,15,18,1,0,1,0,347,3,5
ESP,DF,29,1990,21.1,846,669,175,24,1,8,19,151,0,0,0,0,632,2,16
ESP,"MF,FW",29,1990,9.6,196,192,4,0,0,2,17,3,0,0,0,0,120,0,8
ESP,DF,27,1992,31.9,1616,1230,383,14,0,3,100,367,2,0,0,0,1165,3,47
ESP,"FW,MF",38,1981,2.3,57,56,0,0,0,1,0,0,0,0,0,0,32,1,1
ESP,FW,21,1997,5.9,108,104,4,1,0,0,7,0,0,0,0,0,65,0,8
ESP,MF,32,1987,4.4,199,168,31,11,0,2,20,0,16,5,10,0,162,0,1
ESP,MF,29,1990,33.7,1535,1488,37,33,1,20,5,4,0,0,0,0,1240,10,7
ESP,GK,31,1988,4.7,168,121,47,17,0,2,0,0,0,0,0,0,103,0,0
ESP,FW,29,1989,7.7,313,232,80,26,0,1,91,7,47,24,18,1,201,1,11
ESP,"FW,MF",26,1992,26.5,1086,994,88,24,3,6,61,8,33,15,7,0,897,4,11
GHA,FW,25,1994,32.7,709,687,18,3,1,7,55,3,0,0,0,0,498,4,32
